artifact,description,dtype,field,maximum,minimum,null_count,rows,unique_nonnull
adjacent_raw_matrix_changes.csv,"Weight-matrix family: q, k, v, o, gate, value, or down.",object,family,,,0,553,7
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__absolute_effective_count,5235.210458193347,784.2446001971288,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__absolute_entropy,8.563162324634728,6.664720961738992,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__absolute_hhi,0.0034743681771449,0.0002254072470689,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,fixed_column_cosine__count,6912.0,2560.0,0,553,2
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__excess_kurtosis,294.92662561484275,-0.3078513393168189,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__gini_absolute,0.7275742928934765,0.4007324302567492,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__maximum,0.9620412588119508,0.0355653651058673,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__mean,0.2295022133985185,-0.0062697754240616,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__median,0.2108758091926574,-0.0039424896240234,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__minimum,-0.03398397564888,-0.8883146047592163,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q001,-0.0304192328955978,-0.8214040644764901,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q01,-0.0222595731168985,-0.7165011405944824,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q05,-0.0141048030462116,-0.2205805830657482,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q25,0.0282654776237905,-0.0361605118960142,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q75,0.4481443017721176,0.0068751821527257,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q95,0.7016231477260587,0.0186762399971485,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q99,0.8557196158170692,0.0258918851986527,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__q999,0.9112516993880254,0.0329692001082002,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__skewness,11.79361461352723,-3.140274957207328,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_column_cosine__standard_deviation,0.291492416305709,0.0115531179450104,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__absolute_effective_count,6834.206816290151,1404.590856898464,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__absolute_entropy,8.829695695063412,7.247501334304947,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__absolute_hhi,0.0014698091174599,0.0001478843768493,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,fixed_row_cosine__count,6912.0,2560.0,0,553,2
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__excess_kurtosis,150.04834484654177,-1.9638617690469395,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__gini_absolute,0.8064228510614724,0.0835151077275206,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__maximum,0.9679521322250366,0.0351318977773189,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__mean,0.6487042777152291,-0.0337672844052576,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__median,0.8315345346927643,-0.0107399974949657,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__minimum,0.0570593513548374,-0.7867501974105835,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q001,0.0958586969971656,-0.6547534759640694,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q01,0.1205900709331035,-0.4011621659994125,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q05,0.1422977820038795,-0.2870439663529396,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q25,0.6837779134511948,-0.0576842604205012,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q75,0.9499782621860504,0.0072560040280222,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q95,0.9627076864242554,0.0183672156184911,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q99,0.966077874302864,0.0257019278407095,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__q999,0.9676419357657432,0.0326188067905604,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__skewness,7.452973052813173,-2.1789337921347114,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,fixed_row_cosine__standard_deviation,0.4379228169797288,0.0115445012930147,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,flattened_cosine,0.3423441648483276,-0.0174430906772613,0,553,553
adjacent_raw_matrix_changes.csv,Frobenius; see metric name for qualifiers.,float64,frobenius_distance,270.57733154296875,73.13616180419922,0,553,553
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,from_block,78.0,0.0,0,553,79
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,optimal_scalar,0.3500179648399353,-0.0179143603891134,0,553,553
adjacent_raw_matrix_changes.csv,Frobenius; see metric name for qualifiers.,float64,relative_frobenius_distance_geometric,1.79535174369812,1.1470847129821775,0,553,548
adjacent_raw_matrix_changes.csv,relative Frobenius reconstruction error; see metric name for qualifiers.,float64,scale_adjusted_relative_error,1.0000001192092896,0.939574658870697,0,553,128
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,sign_agreement_fraction,0.7301279902458191,0.4951646327972412,0,553,535
adjacent_raw_matrix_changes.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,to_block,79.0,1.0,0,553,79
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,energy_jensen_shannon,0.0584396474583958,4.286575591456977e-06,0,1659,1659
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,energy_rank_wasserstein,146.65362820551118,0.3911309085274319,0,1659,1659
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,energy_total_variation,0.2760709392174404,0.0014841039561772,0,1659,1659
adjacent_spectral_transitions.csv,"Weight-matrix family: q, k, v, o, gate, value, or down.",object,family,,,0,1659,7
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,from_block,78.0,0.0,0,1659,79
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,geometry,,,0,1659,3
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,singular_profile_cosine,0.9999957132188528,0.9386624460137696,0,1659,1659
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,singular_profile_pearson,0.999984584512367,0.9297030993967832,0,1659,1659
adjacent_spectral_transitions.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,to_block,79.0,1.0,0,1659,79
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,chordal_distance,7.965080823804768,2.020974433459715,553,3871,3318
adjacent_subspace_turnover.csv,"Weight-matrix family: q, k, v, o, gate, value, or down.",object,family,,,0,3871,7
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,from_block,78.0,0.0,0,3871,79
adjacent_subspace_turnover.csv,principal angle in degrees; see metric name for qualifiers.,float64,maximum_angle_degrees,89.99994178033894,59.75951528186607,553,3871,3318
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,maximum_canonical_correlation,0.9952190226264797,0.0744803604834393,553,3871,3318
adjacent_subspace_turnover.csv,principal angle in degrees; see metric name for qualifiers.,float64,median_angle_degrees,88.3324488035656,24.30019860552099,553,3871,3318
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,median_canonical_correlation,0.9112281998336051,0.0291001494405513,553,3871,3318
adjacent_subspace_turnover.csv,principal angle in degrees; see metric name for qualifiers.,float64,minimum_angle_degrees,85.72863435468426,5.604916611044516,553,3871,3318
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,minimum_canonical_correlation,0.5036305103471109,1.0161247749051595e-06,553,3871,3318
adjacent_subspace_turnover.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,normalized_overlap,0.9999874526794372,0.0018321816872043,0,3871,3871
adjacent_subspace_turnover.csv,Subspace or truncation rank used by the metric.,int64,rank,64.0,16.0,0,3871,3
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,side,,,0,3871,3
adjacent_subspace_turnover.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,to_block,79.0,1.0,0,3871,79
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,array,,,0,5061,12
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,artifact,,,0,5061,567
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,bytes_uncompressed,51200.0,8.0,0,5061,3
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,description,,,0,5061,1
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,dtype,,,0,5061,1
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,elements,6400.0,1.0,0,5061,3
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,maximum,37795.335714715504,0.0,0,5061,3809
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,float64,minimum,1.1198298721128512,-972.1564411474484,0,5061,3375
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,nonfinite_count,0.0,0.0,0,5061,1
array_catalog.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,shape,,,0,5061,3
artifact_inventory.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,int64,bytes,9319528.0,143.0,0,596,400
artifact_inventory.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,kind,,,0,596,6
artifact_inventory.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,path,,,0,596,596
artifact_inventory.csv,Machine-readable analysis field; definition follows the literal field name and source table grain.,object,sha256,,,0,596,596
attention_head_distribution_summary.csv,Zero-based ESMC transformer block index.,int64,block,79.0,0.0,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_effective_count,39.998637317102265,39.118118885597006,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_entropy,3.688845386461197,3.6665857582639614,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_hhi,0.0263621260740964,0.0250017007525101,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,int64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__count,40.0,40.0,0,80,1
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__excess_kurtosis,25.953732553414245,-0.9041646328087324,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__gini_absolute,0.092965715121825,0.0045791965369521,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__maximum,0.2461878826813895,0.1017559411830543,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__mean,0.1163787096554771,0.0995620177123143,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__median,0.1137335477241928,0.0980258168232869,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__minimum,0.100269828286932,0.0894793462428477,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q001,0.1002956842946013,0.0895262820979331,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q01,0.1005283883636253,0.0899487047937021,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q05,0.1010283125459162,0.0917097254198539,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q25,0.103923606846275,0.0964450825509138,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q75,0.1210883752360676,0.1001217574152423,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q95,0.1526701808409616,0.1011868252081732,0,80,80
